Year,Site,Transect,Code,Species,Common name,Family,Length cm,a,b,Biomass
2017,Front Porch,1,NA,Acanthostracion polygonia,Honeycomb Cowfish,Ostraciidae,29,0.02818,2.83,387.73
2017,Calabas,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,20,0.111,2.72,383.82
2017,Calabas,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,20,0.111,2.72,383.82
2017,Calabas,5,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,20,0.111,2.72,383.82
2017,Karpata,7,NA,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,29,0.0405,2.718,382.17
2015,Calabas,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,29,0.0135,3.0439,381.70
2017,Calabas,5,NA,Cephalopholis cruentata,Graysby,Serranidae,29,0.0135,3.0439,381.70
2017,No Dive Reserve,3,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,27,0.0194,2.9996,381.35
2017,No Dive Reserve,4,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,27,0.0194,2.9996,381.35
2017,Windsock,5,NA,Holacanthus ciliaris,Queen Angelfish,Pomacanthidae,26,0.0309,2.89,379.52
2015,Front Porch,5,SpH,Bodianus rufus,Spanish Hogfish,Labridae,28,0.0144,3.0532,377.42
2015,Front Porch,5,SpH,Bodianus rufus,Spanish Hogfish,Labridae,28,0.0144,3.0532,377.42
2017,Calabas,5,NA,Bodianus rufus,Spanish Hogfish,Labridae,28,0.0144,3.0532,377.42
2017,Barcadera,3,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Barcadera,4,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Barcadera,4,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Barcadera,4,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Barcadera,4,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Barcadera,4,NA,Anisotremus surinamensis,Black Margate,Haemulidae,25,0.0233,3.01,375.97
2017,Reef Scientifico,7,NA,Sphyraena barracuda,Barracuda,Sphyraenidae,38,0.005,3.083,371.06
2017,Karpata,5,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,28,0.0429,2.719,369.22
2017,No Dive Reserve,6,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,28,0.0429,2.719,369.22
2015,Bachelor's Beach,2,FrA,Pomacanthus paru,French Angelfish,Pomacanthidae,11,0.0309,2.95,36.48
2017,Calabas,5,NA,Halichoeres radiatus,Puddingwife,Labridae,29,0.0131,3.038,363.11
2017,Front Porch,2,NA,Halichoeres radiatus,Puddingwife,Labridae,29,0.0131,3.038,363.11
2015,Front Porch,5,BaJ,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,18th Palm,7,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,Calabas,2,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,Calabas,2,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,Reef Scientifico,4,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,Oil Slick Leap,3,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2017,Karpata,1,NA,Caranx ruber,Bar Jack,Carangidae,28,0.0074,3.237,357.83
2015,Forest,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2015,Forest,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2015,Reef Scientifico,2,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Bachelor's Beach,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Bachelor's Beach,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Bachelor's Beach,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,18th Palm,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Reef Scientifico,2,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Reef Scientifico,2,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,27,0.0194,2.9779,355.03
2017,Bachelor's Beach,4,NA,Acanthostracion polygonia,Honeycomb Cowfish,Ostraciidae,28,0.02818,2.83,351.07
2017,No Dive Reserve,3,NA,Melichthys niger,Black Durgon,Balistidae,26,0.02344,2.95,350.05
2015,Windsock,2,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,28,0.0405,2.718,347.40
2015,Windsock,2,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,28,0.0405,2.718,347.40
2015,Forest,5,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,28,0.0405,2.718,347.40
2015,Forest,5,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,28,0.0405,2.718,347.40
2017,Barcadera,1,NA,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,28,0.0405,2.718,347.40
2017,Bachelor's Beach,7,NA,Cephalopholis cruentata,Graysby,Serranidae,28,0.0135,3.0439,343.03
2017,Calabas,4,NA,Cephalopholis cruentata,Graysby,Serranidae,28,0.0135,3.0439,343.03
2017,Oil Slick Leap,2,NA,Cephalopholis cruentata,Graysby,Serranidae,28,0.0135,3.0439,343.03
2015,Calabas,4,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,26,0.0194,2.9996,340.53
2017,Windsock,6,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,26,0.0194,2.9996,340.53
2015,Forest,5,SpH,Bodianus rufus,Spanish Hogfish,Labridae,27,0.0144,3.0532,337.76
2017,Front Porch,3,NA,Bodianus rufus,Spanish Hogfish,Labridae,27,0.0144,3.0532,337.76
2017,Calabas,1,NA,Haemulon flavolineatum,French Grunt,Haemulidae,25,0.0127,3.1581,330.09
2017,Front Porch,4,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,26,0.0562,2.6534,319.32
2015,Bachelor's Beach,2,BaJ,Caranx ruber,Bar Jack,Carangidae,27,0.0074,3.237,318.09
2015,Reef Scientifico,3,BaJ,Caranx ruber,Bar Jack,Carangidae,27,0.0074,3.237,318.09
2017,No Dive Reserve,2,NA,Caranx ruber,Bar Jack,Carangidae,27,0.0074,3.237,318.09
2015,Forest,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Windsock,7,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Reef Scientifico,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Reef Scientifico,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Reef Scientifico,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Reef Scientifico,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,No Dive Reserve,1,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,26,0.0194,2.9779,317.29
2017,Calabas,4,NA,Epinephelus ascensionis,Rock Hind,Serranidae,29,0.01122,3.04,313.10
2017,Calabas,3,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,51,0.004,2.865,312.07
2017,No Dive Reserve,1,NA,Melichthys niger,Black Durgon,Balistidae,25,0.02344,2.95,311.80
2017,No Dive Reserve,4,NA,Melichthys niger,Black Durgon,Balistidae,25,0.02344,2.95,311.80
2017,No Dive Reserve,4,NA,Melichthys niger,Black Durgon,Balistidae,25,0.02344,2.95,311.80
2015,Barcadera,4,CsG,Haemulon carbonarium,Cesear Grunt,Haemulidae,26,0.0147,3.0559,309.98
2017,Bachelor's Beach,7,NA,Haemulon carbonarium,Caesar Grunt,Haemulidae,26,0.0147,3.0559,309.98
2017,Front Porch,3,NA,Haemulon carbonarium,Caesar Grunt,Haemulidae,26,0.0147,3.0559,309.98
2015,Bachelor's Beach,3,CoN,Cephalopholis fulva,Coney,Serranidae,26,0.0175,3,307.58
2017,Bachelor's Beach,7,NA,Cephalopholis cruentata,Graysby,Serranidae,27,0.0135,3.0439,307.09
2017,Forest,5,NA,Cephalopholis cruentata,Graysby,Serranidae,27,0.0135,3.0439,307.09
2017,18th Palm,5,NA,Aluterus scriptus,Scrawled Filefish,Monacanthidae,26,0.823,1.8136,303.11
2017,Bachelor's Beach,3,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,25,0.0194,2.9996,302.73
2017,Bachelor's Beach,7,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,25,0.0194,2.9996,302.73
2015,Bachelor's Beach,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,26,0.0429,2.719,301.84
2017,Karpata,2,NA,Holacanthus ciliaris,Queen Angelfish,Pomacanthidae,24,0.0309,2.89,301.14
2015,Forest,1,SpH,Bodianus rufus,Spanish Hogfish,Labridae,26,0.0144,3.0532,300.99
2017,No Dive Reserve,3,NA,Bodianus rufus,Spanish Hogfish,Labridae,26,0.0144,3.0532,300.99
2017,Forest,1,NA,Caranx latus,Horse-eye Jack,Carangidae,23,0.0674,2.668,289.57
2017,Calabas,2,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Calabas,2,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Calabas,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Calabas,5,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Front Porch,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Front Porch,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Oil Slick Leap,6,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,18,0.111,2.72,288.18
2017,Front Porch,2,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,25,0.0562,2.6534,287.76
2017,Front Porch,2,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,25,0.0562,2.6534,287.76
2015,Forest,1,BaR,Sphyraena barracuda,Barracuda,Sphyraenidae,35,0.005,3.083,286.23
2015,Forest,5,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,26,0.0405,2.718,284.02
2015,Forest,5,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,26,0.0405,2.718,284.02
2015,Bachelor's Beach,2,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2015,Forest,2,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2015,Karpata,1,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2015,No Dive Reserve,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2015,No Dive Reserve,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Windsock,2,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Windsock,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,18th Palm,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,18th Palm,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Calabas,5,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Forest,5,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Karpata,2,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,25,0.0194,2.9779,282.31
2017,Forest,5,NA,Aluterus scriptus,Scrawled Filefish,Monacanthidae,25,0.823,1.8136,282.30
2017,Oil Slick Leap,6,NA,Aluterus scriptus,Scrawled Filefish,Monacanthidae,25,0.823,1.8136,282.30
2017,Calabas,5,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,Barcadera,1,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,Barcadera,2,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,Barcadera,5,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,Oil Slick Leap,1,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,No Dive Reserve,5,NA,Caranx ruber,Bar Jack,Carangidae,26,0.0074,3.237,281.51
2017,Calabas,2,NA,Haemulon carbonarium,Caesar Grunt,Haemulidae,25,0.0147,3.0559,274.97
2017,Calabas,1,NA,Cephalopholis cruentata,Graysby,Serranidae,26,0.0135,3.0439,273.76
2017,Calabas,4,NA,Cephalopholis cruentata,Graysby,Serranidae,26,0.0135,3.0439,273.76
2017,Barcadera,7,NA,Cephalopholis cruentata,Graysby,Serranidae,26,0.0135,3.0439,273.76
2017,Karpata,6,NA,Cephalopholis cruentata,Graysby,Serranidae,26,0.0135,3.0439,273.76
2017,No Dive Reserve,2,NA,Cephalopholis cruentata,Graysby,Serranidae,26,0.0135,3.0439,273.76
2015,Forest,5,CoN,Cephalopholis fulva,Coney,Serranidae,25,0.0175,3,273.44
2017,Forest,6,NA,Cephalopholis fulva,Coney,Serranidae,25,0.0175,3,273.44
2017,Bachelor's Beach,7,NA,Carangoides bartholomaei,Yellow Jack,Carangidae,25,0.02188,2.93,272.91
2017,Bachelor's Beach,7,NA,Carangoides bartholomaei,Yellow Jack,Carangidae,25,0.02188,2.93,272.91
2015,Front Porch,1,PcF,Bothus lunatus,Peacock Flounder,Bothidae,28,0.0105,3.05,271.51
2015,18th Palm,2,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2015,Front Porch,1,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2015,Barcadera,1,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2017,Windsock,6,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2017,Windsock,6,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2017,Reef Scientifico,4,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,24,0.0194,2.9996,267.84
2015,Bachelor's Beach,2,SpH,Bodianus rufus,Spanish Hogfish,Labridae,25,0.0144,3.0532,267.03
2015,Front Porch,5,LzF,Synodus intermedius,Lizardfish,Synodontidae,30,0.0099,2.99,259.14
2015,Windsock,5,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,24,0.0562,2.6534,258.22
2015,Forest,5,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,24,0.0562,2.6534,258.22
2015,Forest,1,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,Forest,1,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,Forest,3,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,Forest,3,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,Forest,4,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,Forest,4,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,No Dive Reserve,1,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2015,No Dive Reserve,1,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2017,Calabas,2,NA,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,25,0.0405,2.718,255.30
2017,Reef Scientifico,3,NA,Acanthostracion polygonia,Honeycomb Cowfish,Ostraciidae,25,0.02818,2.83,254.75
2015,Calabas,1,SpM,Gymnothorax moringa,Spotted Moray,Muraenidae,55,9.00E-04,3.14,253.66
2015,Windsock,2,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Calabas,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Calabas,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Front Porch,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Forest,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Forest,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Forest,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Reef Scientifico,5,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2015,Oil Slick Leap,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Bachelor's Beach,5,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Windsock,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,18th Palm,1,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,18th Palm,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Front Porch,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Forest,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Reef Scientifico,1,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,No Dive Reserve,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,24,0.0194,2.9779,250.00
2017,Bachelor's Beach,7,NA,Caranx ruber,Bar Jack,Carangidae,25,0.0074,3.237,247.95
2017,Bachelor's Beach,7,NA,Caranx ruber,Bar Jack,Carangidae,25,0.0074,3.237,247.95
2017,Bachelor's Beach,7,NA,Caranx ruber,Bar Jack,Carangidae,25,0.0074,3.237,247.95
2017,Bachelor's Beach,7,NA,Caranx ruber,Bar Jack,Carangidae,25,0.0074,3.237,247.95
2017,Karpata,7,NA,Caranx ruber,Bar Jack,Carangidae,25,0.0074,3.237,247.95
2017,18th Palm,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,17,0.111,2.72,246.69
2017,18th Palm,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,17,0.111,2.72,246.69
2017,18th Palm,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,17,0.111,2.72,246.69
2017,Oil Slick Leap,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,17,0.111,2.72,246.69
2017,Oil Slick Leap,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,17,0.111,2.72,246.69
2017,Calabas,1,NA,Cephalopholis cruentata,Graysby,Serranidae,25,0.0135,3.0439,242.95
2017,Calabas,4,NA,Cephalopholis cruentata,Graysby,Serranidae,25,0.0135,3.0439,242.95
2017,Calabas,5,NA,Cephalopholis cruentata,Graysby,Serranidae,25,0.0135,3.0439,242.95
2017,Forest,4,NA,Cephalopholis cruentata,Graysby,Serranidae,25,0.0135,3.0439,242.95
2017,Reef Scientifico,7,NA,Cephalopholis cruentata,Graysby,Serranidae,25,0.0135,3.0439,242.95
2017,Windsock,2,NA,Haemulon carbonarium,Caesar Grunt,Haemulidae,24,0.0147,3.0559,242.72
2017,Bachelor's Beach,4,NA,Aluterus scriptus,Scrawled Filefish,Monacanthidae,23,0.823,1.8136,242.68
2015,Bachelor's Beach,3,CoN,Cephalopholis fulva,Coney,Serranidae,24,0.0175,3,241.92
2015,Forest,5,BaR,Sphyraena barracuda,Baraccuda,Sphyraenidae,33,0.005,3.083,238.75
2015,Bachelor's Beach,1,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2015,Reef Scientifico,3,BlG,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2017,Bachelor's Beach,7,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2017,18th Palm,7,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2017,No Dive Reserve,6,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2017,No Dive Reserve,6,NA,Haemulon sciurus,Blue Stripped Grunt,Haemulidae,23,0.0194,2.9996,235.74
2015,Reef Scientifico,3,SpH,Bodianus rufus,Spanish Hogfish,Labridae,24,0.0144,3.0532,235.73
2017,No Dive Reserve,5,NA,Bodianus rufus,Spanish Hogfish,Labridae,24,0.0144,3.0532,235.73
2017,Forest,1,NA,Holacanthus ciliaris,Queen Angelfish,Pomacanthidae,22,0.0309,2.89,234.19
2017,Calabas,5,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,23,0.0562,2.6534,230.65
2015,18th Palm,4,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,24,0.0405,2.718,228.49
2015,18th Palm,4,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,24,0.0405,2.718,228.49
2015,Oil Slick Leap,2,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,24,0.0405,2.718,228.49
2015,Oil Slick Leap,2,YtS,Ocyurus chrysurus,Yellowtail Snapper,Lutjanidae,24,0.0405,2.718,228.49
2017,Front Porch,4,NA,Acanthostracion polygonia,Honeycomb Cowfish,Ostraciidae,24,0.02818,2.83,226.95
2017,18th Palm,7,NA,Aluterus scriptus,Scrawled Filefish,Monacanthidae,22,0.823,1.8136,223.88
2017,Calabas,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,22,0.0127,3.1581,220.45
2017,Calabas,3,NA,Haemulon flavolineatum,French Grunt,Haemulidae,22,0.0127,3.1581,220.45
2017,18th Palm,7,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2017,Reef Scientifico,1,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2017,Reef Scientifico,1,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2017,Karpata,3,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2017,Karpata,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2017,Karpata,6,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,23,0.0194,2.9779,220.24
2015,Windsock,1,BaJ,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2015,Calabas,3,BaJ,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2017,Bachelor's Beach,4,NA,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2017,Bachelor's Beach,4,NA,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2017,Forest,1,NA,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2017,Reef Scientifico,5,NA,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2017,Oil Slick Leap,3,NA,Caranx ruber,Bar Jack,Carangidae,24,0.0074,3.237,217.26
2015,Front Porch,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,24,0.0135,3.0439,214.56
2015,Reef Scientifico,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,24,0.0135,3.0439,214.56
2015,No Dive Reserve,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,24,0.0135,3.0439,214.56
2015,Calabas,5,CoN,Cephalopholis fulva,Coney,Serranidae,23,0.0175,3,212.92
2017,Forest,5,NA,Cephalopholis fulva,Coney,Serranidae,23,0.0175,3,212.92
2015,Windsock,1,LzF,Synodus intermedius,Lizardfish,Synodontidae,28,0.0099,2.99,210.84
2015,18th Palm,5,LzF,Synodus intermedius,Lizardfish,Synodontidae,28,0.0099,2.99,210.84
2017,Oil Slick Leap,1,NA,Mulloidichthys martinicus,Goatfish,Mullidae,24,0.00977,3.14,210.75
2017,18th Palm,4,NA,Synodus intermedius,Lizardfish,Synodontidae,28,0.0099,2.99,210.20
2017,Bachelor's Beach,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Bachelor's Beach,7,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Windsock,6,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Windsock,6,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,18th Palm,5,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,4,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Calabas,5,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Forest,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Reef Scientifico,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Reef Scientifico,1,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Oil Slick Leap,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Oil Slick Leap,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
2017,Oil Slick Leap,3,NA,Myripristis jacobus ,Blackbar soldierfish,Holocentridae,16,0.111,2.72,209.18
